
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit http://projects.coin-or.org/Ipopt
******************************************************************************

This is Ipopt version 3.12.8, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:     7513
Number of nonzeros in inequality constraint Jacobian.:      300
Number of nonzeros in Lagrangian Hessian.............:     5300

Total number of variables............................:     1708
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      300
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1413
Total number of inequality constraints...............:      100
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      100

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0 -2.4432449e+02 1.03e+07 2.00e+08   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1 -2.4934866e+02 4.91e+08 2.23e+17   4.0 4.20e+06   6.0 1.00e+00 1.32e-01h  1
   2 -2.4937597e+02 4.91e+08 5.42e+18   6.0 3.86e+06  11.8 1.63e-02 5.63e-04h  1
   3 -2.5751324e+02 6.66e+08 1.74e+23   6.0 4.26e+06  13.2 1.00e+00 2.89e-01f  1
MUMPS returned INFO(1) = -9 and requires more memory, reallocating.  Attempt 1
  Increasing icntl[13] from 1000 to 2000.
MUMPS returned INFO(1) = -9 and requires more memory, reallocating.  Attempt 2
  Increasing icntl[13] from 2000 to 4000.
MUMPS returned INFO(1) = -9 and requires more memory, reallocating.  Attempt 3
  Increasing icntl[13] from 4000 to 8000.
WARNING: Problem in step computation; switching to emergency mode.
 591r-1.0625144e+02 3.07e+06 2.47e+03  -0.5 9.68e-01   2.7 1.00e+00 2.35e-02f  1
 592r-1.0624804e+02 3.07e+06 2.26e+03   0.9 2.72e+00   2.2 1.00e+00 8.32e-02f  1
 593r-1.0621805e+02 3.07e+06 1.35e+03   0.9 7.87e+00   1.8 8.37e-01 2.47e-01f  1
 594r-1.0615928e+02 3.07e+06 1.70e+03   1.1 2.35e+01   1.3 8.11e-01 1.62e-01f  1
 595r-1.0600458e+02 3.07e+06 1.28e+03   1.1 6.92e+01   0.8 7.11e-01 1.44e-01f  1
 596r-1.0564357e+02 3.07e+06 1.41e+03   1.5 1.99e+02   0.3 5.26e-01 1.18e-01f  1
 597r-1.0524278e+02 3.07e+06 2.07e+03   1.9 7.58e+01   0.8 2.23e-01 3.42e-01f  1
 598r-1.0524297e+02 3.07e+06 1.05e+05   1.4 3.29e-02   6.6 7.16e-01 6.74e-01h  1
 599r-1.0524309e+02 3.07e+06 3.52e+04   1.4 1.83e-02   6.1 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 600r-1.0524309e+02 3.07e+06 7.71e+04   0.1 1.50e-03   7.4 9.99e-01 1.00e+00f  1
 601r-1.0524309e+02 3.07e+06 2.56e+04  -1.0 1.50e-03   7.0 1.00e+00 1.00e+00f  1
 602r-1.0524308e+02 3.07e+06 8.49e+03  -2.5 1.49e-03   6.5 1.00e+00 1.00e+00f  1
 603r-1.0524308e+02 3.07e+06 5.76e+03  -4.0 1.64e-03   6.0 1.00e+00 3.93e-01f  1
 604r-1.0524308e+02 3.07e+06 5.05e+03  -5.7 3.29e-03   5.5 1.00e+00 1.31e-01f  1
 605r-1.0524306e+02 3.07e+06 2.82e+03  -4.6 9.60e-03   5.1 1.00e+00 1.95e-01f  1
 606r-1.0524304e+02 3.07e+06 2.62e+03  -6.6 2.88e-02   4.6 1.00e+00 7.02e-02f  1
 607r-1.0524303e+02 3.07e+06 2.61e+03  -6.6 8.47e-02   4.1 1.00e+00 6.50e-03f  1
 608r-1.0524301e+02 3.07e+06 2.56e+03  -5.8 2.57e-01   3.6 1.00e+00 1.64e-02f  1
 609r-1.0524298e+02 3.07e+06 2.54e+03  -4.7 7.79e-01   3.2 1.00e+00 8.47e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 610r-1.0524294e+02 3.07e+06 2.47e+03  -3.5 2.97e-01   3.6 1.00e+00 2.51e-02f  1
 611r-1.0524286e+02 3.07e+06 3.53e+03  -1.6 8.41e-01   3.1 1.00e+00 1.53e-02f  1
 612r-1.0524248e+02 3.07e+06 3.00e+03  -0.3 1.17e+00   2.6 1.00e+00 2.37e-02f  1
 613r-1.0523992e+02 3.07e+06 3.21e+03   0.2 3.16e+00   2.1 2.19e-01 5.32e-02f  1
 614r-1.0522520e+02 3.07e+06 2.43e+03   1.3 9.34e+00   1.7 6.76e-01 1.02e-01f  1
 615r-1.0518663e+02 3.07e+06 2.73e+03   0.8 2.76e+01   1.2 6.77e-02 9.07e-02f  1
 616r-1.0483246e+02 3.07e+06 2.34e+03   1.4 8.21e+01   0.7 3.83e-01 2.78e-01f  1
 617r-1.0454765e+02 3.07e+06 2.13e+03  -0.2 2.32e+02   0.2 1.23e-01 7.96e-02f  1
 618r-1.0454316e+02 3.07e+06 1.75e+03   1.3 1.42e+00   2.5 1.00e+00 2.00e-01f  1
 619r-1.0453661e+02 3.07e+06 1.52e+03   1.4 4.26e+00   2.0 4.37e-01 9.90e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 620r-1.0452471e+02 3.07e+06 1.63e+03   0.0 1.60e+00   2.4 7.61e-01 4.86e-01f  1
 621r-1.0452477e+02 3.07e+06 9.33e+04   1.6 3.07e-02   6.5 3.48e-01 8.25e-01f  1
 622r-1.0452477e+02 3.07e+06 4.79e+05   1.2 3.26e-03   8.7 9.06e-01 8.04e-02h  1
 623r-1.0452478e+02 3.07e+06 8.05e+05   0.5 2.80e-03   8.2 1.00e+00 8.34e-01h  1
 624r-1.0452479e+02 3.07e+06 1.23e+05  -0.1 1.19e-03   7.7 1.00e+00 1.00e+00f  1
 625r-1.0452479e+02 3.07e+06 4.33e+04  -1.1 1.36e-03   7.3 1.00e+00 1.00e+00f  1
 626r-1.0452479e+02 3.07e+06 1.44e+04  -1.9 1.36e-03   6.8 1.00e+00 1.00e+00f  1
 627r-1.0452479e+02 3.07e+06 6.14e+03  -3.6 1.36e-03   6.3 1.00e+00 5.90e-01f  1
 628r-1.0452479e+02 3.07e+06 6.06e+03  -5.2 1.83e-03   5.8 1.00e+00 2.02e-01f  1
 629r-1.0452478e+02 3.07e+06 3.73e+03  -5.8 4.83e-03   5.4 1.00e+00 2.70e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 630r-1.0452477e+02 3.07e+06 3.71e+03  -6.0 1.46e-02   4.9 1.00e+00 5.83e-03f  1
 631r-1.0452477e+02 3.07e+06 3.59e+03  -5.4 4.41e-02   4.4 1.00e+00 3.28e-02f  1
 632r-1.0452476e+02 3.07e+06 3.55e+03  -4.6 1.45e-01   3.9 1.00e+00 1.12e-02f  1
 633r-1.0452473e+02 3.07e+06 3.50e+03  -3.3 3.77e-01   3.4 1.00e+00 1.23e-02f  1
 634r-1.0452467e+02 3.07e+06 3.48e+03   0.1 8.38e-01   3.0 1.00e+00 7.61e-03f  1
 635r-1.0452349e+02 3.07e+06 3.29e+03   0.9 1.39e+00   2.5 3.56e-01 5.49e-02f  1
 636r-1.0451304e+02 3.07e+06 2.94e+03   0.3 4.17e+00   2.0 4.62e-01 1.64e-01f  1
 637r-1.0448610e+02 3.07e+06 2.59e+03   0.2 1.25e+01   1.5 1.15e-01 1.40e-01f  1
 638r-1.0448325e+02 3.07e+06 2.58e+03   1.4 4.62e+00   2.0 1.94e-01 3.89e-02f  1
 639r-1.0443511e+02 3.07e+06 2.48e+03   0.6 1.38e+01   1.5 5.26e-01 2.26e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 640r-1.0438918e+02 3.07e+06 1.77e+03   1.0 5.23e+00   1.9 8.61e-01 5.66e-01f  1
 641r-1.0438918e+02 3.07e+06 5.03e+04   0.8 2.12e-02   6.9 2.34e-01 2.76e-01h  1
 642r-1.0438918e+02 3.07e+06 1.36e+05   0.8 2.19e-02   7.3 1.00e+00 1.62e-02h  1
 643r-1.0438918e+02 3.07e+06 3.31e+05   0.8 1.61e-02   7.7 6.94e-01 1.25e-01f  4
 644r-1.0438918e+02 3.07e+06 4.36e+05   0.8 1.50e-02   8.1 1.00e+00 1.25e-01f  4
 645r-1.0438918e+02 3.07e+06 4.16e+05   0.8 1.22e-02   7.7 5.62e-01 1.25e-01f  4
 646r-1.0438918e+02 3.07e+06 1.47e+05   0.8 8.93e-03   7.2 4.03e-02 5.00e-01f  2
 647r-1.0438918e+02 3.07e+06 9.13e+04   0.8 7.35e-03   6.7 1.00e+00 5.00e-01f  2
 648r-1.0438918e+02 3.07e+06 5.77e+03   0.8 3.94e-03   6.2 1.00e+00 1.00e+00f  1
 649r-1.0438918e+02 3.07e+06 1.22e+04   0.8 1.50e-03   6.6 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 650r-1.0438918e+02 3.07e+06 3.05e+04   0.8 1.50e-03   7.1 1.00e+00 1.00e+00h  1
 651r-1.0438917e+02 3.07e+06 1.09e+04   0.8 1.49e-03   6.6 1.00e+00 1.00e+00f  1
 652r-1.0438917e+02 3.07e+06 5.08e+03   0.8 1.49e-03   6.1 1.00e+00 1.00e+00f  1
 653r-1.0438917e+02 3.07e+06 9.82e+03   0.8 1.49e-03   6.5 1.00e+00 1.00e+00f  1
 654r-1.0438916e+02 3.07e+06 4.76e+03   0.8 1.49e-03   6.1 1.00e+00 1.00e+00f  1
 655r-1.0438916e+02 3.07e+06 8.94e+03   0.8 1.49e-03   6.5 1.00e+00 1.00e+00f  1
 656r-1.0438915e+02 3.07e+06 4.47e+03   0.8 1.49e-03   6.0 1.00e+00 1.00e+00f  1
 657r-1.0438913e+02 3.07e+06 2.99e+03   0.8 3.69e-03   5.5 1.00e+00 1.00e+00f  1
 658r-1.0438913e+02 3.07e+06 4.86e+03   0.8 3.82e-03   6.0 1.00e+00 1.00e+00f  1
 659r-1.0438911e+02 3.07e+06 2.87e+03   0.8 2.79e-03   5.5 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 660r-1.0438910e+02 3.07e+06 4.80e+03   0.8 1.97e-03   5.9 1.00e+00 1.00e+00f  1
 661r-1.0438907e+02 3.07e+06 2.74e+03   0.8 2.59e-03   5.4 1.00e+00 1.00e+00f  1
 662r-1.0438907e+02 3.07e+06 4.19e+03   0.8 2.07e-03   5.9 1.00e+00 1.00e+00f  1
 663r-1.0438904e+02 3.07e+06 2.60e+03   0.8 2.16e-03   5.4 1.00e+00 1.00e+00f  1
 664r-1.0438896e+02 3.07e+06 1.44e+03   0.8 5.28e-03   4.9 1.00e+00 1.00e+00f  1
 665r-1.0438895e+02 3.07e+06 7.92e+03   0.8 2.79e-03   6.2 1.00e+00 1.00e+00h  1
 666r-1.0438894e+02 3.07e+06 2.19e+03   0.8 1.56e-03   5.8 1.00e+00 1.00e+00f  1
 667r-1.0438894e+02 3.07e+06 2.42e+03   0.8 1.63e-03   6.2 1.00e+00 5.00e-01h  2
 668r-1.0438894e+02 3.07e+06 1.58e+03  -1.1 1.68e-03   5.7 1.00e+00 1.00e+00f  1
 669r-1.0438893e+02 3.07e+06 7.74e+02  -2.2 4.65e-03   5.2 1.00e+00 6.63e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 670r-1.0438893e+02 3.07e+06 1.42e+04  -1.7 1.11e-03   7.5 1.00e+00 3.38e-01f  1
 671r-1.0438893e+02 3.07e+06 1.59e+04  -0.6 8.88e-04   7.0 1.00e+00 7.85e-01f  1
 672r-1.0438893e+02 3.07e+06 8.03e+03  -0.7 1.39e-03   6.5 7.99e-01 4.95e-01f  1
 673r-1.0438893e+02 3.07e+06 6.75e+03  -0.7 1.80e-03   6.0 1.00e+00 7.13e-01f  1
 674r-1.0438892e+02 3.07e+06 4.47e+03  -1.8 2.04e-03   5.6 1.00e+00 3.84e-01f  1
 675r-1.0438890e+02 3.07e+06 3.12e+03  -1.7 5.36e-03   5.1 1.00e+00 2.90e-01f  1
 676r-1.0438890e+02 3.07e+06 2.82e+03  -1.9 1.88e-03   5.5 1.00e+00 3.74e-01f  1
 677r-1.0438886e+02 3.07e+06 4.94e+03   0.6 6.23e-02   5.0 1.58e-01 4.12e-01f  1
 678r-1.0438886e+02 3.07e+06 4.11e+03  -0.0 2.24e-02   5.5 8.02e-01 3.30e-01f  1
 679r-1.0438883e+02 3.07e+06 2.91e+03  -0.0 1.67e-02   5.0 7.63e-01 3.94e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 680r-1.0438879e+02 3.07e+06 2.36e+03  -0.0 1.77e-02   4.5 1.00e+00 2.02e-01f  1
 681r-1.0438831e+02 3.07e+06 1.98e+03  -0.0 4.13e-02   4.0 1.00e+00 7.60e-01f  1
 682r-1.0438831e+02 3.07e+06 3.56e+03  -0.0 7.05e-03   6.3 6.68e-01 2.91e-01h  1
 683r-1.0438830e+02 3.07e+06 3.28e+03  -0.0 5.08e-03   5.8 1.00e+00 5.00e-01h  2
 684r-1.0438830e+02 3.07e+06 1.34e+04  -0.0 2.50e-03   7.1 1.00e+00 3.16e-01f  1
 685r-1.0438830e+02 3.07e+06 1.17e+04  -0.0 1.72e-03   6.6 1.00e+00 1.25e-01h  4
 686r-1.0438830e+02 3.07e+06 8.27e+03  -0.0 1.57e-03   6.2 1.00e+00 1.00e+00f  1
 687r-1.0438829e+02 3.07e+06 1.96e+03  -0.0 1.59e-03   5.7 1.00e+00 5.00e-01h  2
 688r-1.0438828e+02 3.07e+06 3.28e+03  -0.0 2.76e-03   5.2 1.00e+00 2.50e-01h  3
 689r-1.0438816e+02 3.07e+06 2.20e+03  -0.0 8.27e-03   4.7 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 690r-1.0438815e+02 3.07e+06 5.88e+03  -0.0 6.35e-03   6.1 6.07e-01 1.00e+00f  1
 691r-1.0438815e+02 3.07e+06 1.28e+04  -0.0 7.07e-03   6.5 7.33e-01 4.53e-01h  1
 692r-1.0438815e+02 3.07e+06 1.06e+04  -0.0 3.92e-03   6.0 1.00e+00 2.50e-01h  3
 693r-1.0438813e+02 3.07e+06 3.28e+03  -0.0 2.90e-03   5.5 1.00e+00 1.00e+00f  1
 694r-1.0438813e+02 3.07e+06 6.15e+03  -0.0 1.84e-03   6.9 9.98e-01 4.55e-01h  2
 695r-1.0438813e+02 3.07e+06 1.06e+04  -0.0 1.00e-03   6.4 1.00e+00 1.25e-01h  4
 696r-1.0438812e+02 3.07e+06 2.32e+03  -1.9 9.62e-04   5.9 1.00e+00 9.86e-01f  1
 697r-1.0438812e+02 3.07e+06 2.88e+03  -0.9 1.82e-03   6.3 9.84e-01 4.95e-01f  1
 698r-1.0438812e+02 3.07e+06 3.24e+03  -1.2 8.18e-04   5.8 1.00e+00 2.09e-01f  1
 699r-1.0438811e+02 3.07e+06 1.76e+03  -2.0 1.92e-03   5.4 1.00e+00 5.18e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 700r-1.0438807e+02 3.07e+06 1.96e+03  -1.3 5.63e-03   4.9 1.00e+00 3.96e-01f  1
 701r-1.0438801e+02 3.07e+06 1.66e+03  -1.7 1.69e-02   4.4 1.00e+00 2.58e-01f  1
 702r-1.0438781e+02 3.07e+06 1.75e+03  -1.1 5.05e-02   3.9 1.00e+00 2.56e-01f  1
 703r-1.0438751e+02 3.07e+06 1.53e+03  -1.3 1.51e-01   3.5 1.00e+00 1.31e-01f  1
 704r-1.0438635e+02 3.07e+06 1.79e+03  -1.5 4.53e-01   3.0 1.00e+00 1.69e-01f  1
 705r-1.0438473e+02 3.07e+06 1.65e+03  -1.0 1.36e+00   2.5 1.00e+00 7.88e-02f  1
 706r-1.0438415e+02 3.07e+06 1.63e+03  -7.1 1.36e+01   2.0 3.79e-03 9.31e-03f  1
 707r-1.0438231e+02 3.07e+06 1.65e+03  -0.7 1.53e+00   2.5 1.00e+00 7.95e-02f  1
 708r-1.0437087e+02 3.07e+06 1.57e+03  -1.0 4.54e+00   2.0 5.85e-01 1.64e-01f  1
 709r-1.0434547e+02 3.07e+06 1.49e+03   0.0 1.35e+01   1.5 6.90e-01 1.21e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 710r-1.0426898e+02 3.07e+06 1.37e+03   0.0 3.99e+01   1.0 2.56e-01 1.24e-01f  1
 711r-1.0409411e+02 3.07e+06 1.74e+03   0.4 1.16e+02   0.5 4.99e-01 9.77e-02f  1
 712r-1.0391068e+02 3.07e+06 1.42e+03   0.8 3.21e+02   0.1 1.44e-01 3.77e-02f  1
 713r-1.0348194e+02 3.07e+06 1.44e+03   0.4 1.28e+02   0.5 5.15e-01 2.18e-01f  1
 714r-1.0348200e+02 3.07e+06 4.38e+03   0.6 4.14e-02   5.4 6.87e-01 3.81e-01f  1
 715r-1.0348200e+02 3.07e+06 1.14e+06   0.4 2.53e-02   7.7 1.00e+00 1.21e-02h  1
 716r-1.0348203e+02 3.07e+06 2.28e+05   0.9 2.62e-02   7.2 1.00e+00 4.13e-01f  1
 717r-1.0348208e+02 3.07e+06 8.02e+04   1.2 1.55e-02   6.7 1.00e+00 1.00e+00f  1
 718r-1.0348208e+02 3.07e+06 4.27e+04   0.8 1.85e-03   7.1 1.00e+00 1.00e+00f  1
 719r-1.0348207e+02 3.07e+06 1.46e+04   0.2 1.86e-03   6.7 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 720r-1.0348207e+02 3.07e+06 4.70e+03  -1.3 1.86e-03   6.2 1.00e+00 1.00e+00f  1
 721r-1.0348207e+02 3.07e+06 1.76e+03  -2.7 2.67e-03   5.7 1.00e+00 5.34e-01f  1
 722r-1.0348207e+02 3.07e+06 2.12e+03  -1.0 6.30e-03   5.2 1.00e+00 9.66e-02f  1
 723r-1.0348205e+02 3.07e+06 1.67e+03  -1.9 1.76e-02   4.8 1.00e+00 1.75e-01f  1
 724r-1.0348202e+02 3.07e+06 1.48e+03  -1.4 2.15e-02   4.3 1.00e+00 8.46e-02f  1
 725r-1.0348169e+02 3.07e+06 1.70e+03  -1.1 6.63e-02   3.8 1.00e+00 3.15e-01f  1
 726r-1.0348115e+02 3.07e+06 1.35e+03  -1.3 2.01e-01   3.3 1.00e+00 1.78e-01f  1
 727r-1.0347853e+02 3.07e+06 1.56e+03  -0.8 6.01e-01   2.8 1.00e+00 2.85e-01f  1
 728r-1.0347853e+02 3.07e+06 2.67e+03  -1.2 1.14e-03   6.0 1.00e+00 7.21e-01f  1
 729r-1.0347852e+02 3.07e+06 1.90e+03  -1.4 1.64e-03   5.5 1.00e+00 2.76e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 730r-1.0347851e+02 3.07e+06 1.77e+03  -0.8 3.91e-03   5.0 1.00e+00 2.50e-01h  3
 731r-1.0347833e+02 3.07e+06 2.51e+03  -1.1 1.19e-02   4.5 1.00e+00 1.00e+00f  1
 732r-1.0347832e+02 3.07e+06 2.69e+04  -0.0 1.57e-03   6.8 1.00e+00 1.00e+00f  1
 733r-1.0347832e+02 3.07e+06 2.96e+05   0.2 1.62e-03   8.1 3.95e-01 8.15e-01f  1
 734r-1.0347832e+02 3.07e+06 9.57e+04   0.2 1.30e-03   7.6 9.14e-01 1.00e+00f  1
 735r-1.0347832e+02 3.07e+06 3.91e+04   0.2 1.60e-03   7.2 1.00e+00 1.00e+00f  1
 736r-1.0347832e+02 3.07e+06 1.55e+04   0.2 1.61e-03   6.7 8.66e-01 1.00e+00f  1
 737r-1.0347832e+02 3.07e+06 3.32e+04   0.2 1.61e-03   7.1 1.00e+00 1.00e+00f  1
 738r-1.0347831e+02 3.07e+06 1.34e+04   0.2 1.61e-03   6.6 1.00e+00 1.00e+00f  1
 739r-1.0347831e+02 3.07e+06 5.68e+03   0.2 1.61e-03   6.2 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 740r-1.0347829e+02 3.07e+06 3.52e+03   0.2 1.65e-03   5.7 1.00e+00 1.00e+00f  1
 741r-1.0347829e+02 3.07e+06 2.73e+04   0.2 1.67e-03   7.0 1.00e+00 1.00e+00f  1
 742r-1.0347829e+02 3.07e+06 1.06e+04   0.2 1.65e-03   6.5 1.00e+00 1.00e+00h  1
 743r-1.0347829e+02 3.07e+06 4.73e+03   0.2 1.65e-03   6.0 1.00e+00 1.00e+00f  1
 744r-1.0347828e+02 3.07e+06 1.61e+03   0.2 1.68e-03   5.6 1.00e+00 5.00e-01h  2
 745r-1.0347826e+02 3.07e+06 2.48e+03   0.2 3.36e-03   5.1 1.00e+00 2.50e-01h  3
 746r-1.0347811e+02 3.07e+06 2.19e+03   0.2 1.00e-02   4.6 1.00e+00 1.00e+00f  1
 747r-1.0347811e+02 3.07e+06 8.29e+03   0.2 1.54e-03   6.9 1.00e+00 5.00e-01h  2
 748r-1.0347810e+02 3.07e+06 7.99e+03   0.2 8.61e-04   6.4 1.00e+00 1.25e-01h  4
 749r-1.0347810e+02 3.07e+06 2.66e+03   0.2 8.41e-04   5.9 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 750r-1.0347809e+02 3.07e+06 3.16e+03   0.2 1.72e-03   6.3 1.00e+00 5.00e-01h  2
 751r-1.0347809e+02 3.07e+06 3.01e+03   0.2 9.01e-04   5.8 1.00e+00 1.25e-01h  4
 752r-1.0347809e+02 3.07e+06 3.44e+03   0.2 1.79e-03   5.4 1.00e+00 6.25e-02h  5
 753r-1.0347805e+02 3.07e+06 2.39e+03   0.2 5.35e-03   4.9 1.00e+00 5.00e-01f  2
 754r-1.0347780e+02 3.07e+06 2.26e+03   0.2 1.60e-02   4.4 1.00e+00 1.00e+00f  1
 755r-1.0347780e+02 3.07e+06 9.77e+04   0.2 1.80e-03   7.5 1.00e+00 1.00e+00h  1
 756r-1.0347780e+02 3.07e+06 3.17e+04   0.2 1.80e-03   7.1 7.60e-01 1.00e+00f  1
 757r-1.0347780e+02 3.07e+06 1.13e+04   0.2 1.80e-03   6.6 1.00e+00 1.00e+00h  1
 758r-1.0347779e+02 3.07e+06 5.01e+03   0.2 1.80e-03   6.1 1.00e+00 1.00e+00f  1
 759r-1.0347779e+02 3.07e+06 5.33e+03   0.2 1.80e-03   6.5 1.00e+00 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 760r-1.0347779e+02 3.07e+06 5.96e+03   0.2 8.36e-04   6.1 1.00e+00 6.25e-02h  5
 761r-1.0347779e+02 3.07e+06 5.50e+03   0.2 1.07e-03   5.6 1.00e+00 3.12e-02h  6
 762r-1.0347775e+02 3.07e+06 2.82e+03  -1.7 3.65e-03   5.1 1.00e+00 8.02e-01f  1
 763r-1.0347768e+02 3.07e+06 1.50e+03  -0.7 9.89e-03   4.6 1.00e+00 5.23e-01f  1
 764r-1.0347736e+02 3.07e+06 2.13e+03  -0.7 2.94e-02   4.2 1.00e+00 7.13e-01f  1
 765r-1.0347642e+02 3.07e+06 1.57e+03  -0.7 8.78e-02   3.7 1.00e+00 6.97e-01f  1
 766r-1.0347642e+02 3.07e+06 1.84e+04  -0.7 2.79e-02   7.7 7.93e-02 1.27e-02h  1
 767r-1.0347642e+02 3.07e+06 5.56e+04  -0.7 2.75e-02   7.2 1.16e-01 8.07e-02h  1
 768r-1.0347642e+02 3.07e+06 9.01e+04  -0.7 2.53e-02   6.8 1.13e-01 3.76e-01h  1
 769r-1.0347642e+02 3.07e+06 7.52e+04  -0.7 1.58e-02   6.3 6.79e-01 2.50e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 770r-1.0347642e+02 3.07e+06 5.85e+04  -0.7 1.19e-02   5.8 1.00e+00 2.48e-01h  3
 771r-1.0347639e+02 3.07e+06 6.44e+03  -0.7 8.95e-03   5.3 1.00e+00 1.00e+00f  1
 772r-1.0347639e+02 3.07e+06 1.27e+04  -0.7 1.61e-03   7.6 1.38e-01 1.18e-01h  2
 773r-1.0347639e+02 3.07e+06 2.02e+04  -0.7 1.42e-03   7.1 5.43e-01 4.47e-01h  1
 774r-1.0347638e+02 3.07e+06 7.78e+03  -0.3 7.65e-04   6.6 1.00e+00 9.55e-01f  1
 775r-1.0347638e+02 3.07e+06 6.88e+03  -0.4 1.42e-03   6.1 7.96e-01 9.53e-01f  1
 776r-1.0347638e+02 3.07e+06 2.15e+04  -0.4 1.37e-03   7.5 2.40e-01 4.19e-01h  1
 777r-1.0347638e+02 3.07e+06 2.92e+04  -0.4 8.28e-04   7.0 9.69e-01 1.25e-01f  4
 778r-1.0347638e+02 3.07e+06 6.87e+03  -0.6 7.63e-04   6.5 1.00e+00 8.94e-01f  1
 779r-1.0347637e+02 3.07e+06 4.96e+03  -0.6 1.38e-03   6.0 1.00e+00 6.52e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 780r-1.0347637e+02 3.07e+06 1.69e+04  -0.6 9.65e-04   7.4 2.19e-01 3.69e-01h  1
 781r-1.0347637e+02 3.07e+06 1.18e+04  -0.6 8.24e-04   6.9 7.05e-01 6.52e-01f  1
 782r-1.0347637e+02 3.07e+06 8.92e+03  -0.6 1.16e-03   6.4 9.40e-01 3.22e-01f  1
 783r-1.0347637e+02 3.07e+06 6.13e+03  -0.6 7.90e-04   5.9 1.00e+00 5.00e-01f  2
 784r-1.0347635e+02 3.07e+06 2.75e+03  -0.6 1.49e-03   5.5 1.00e+00 1.00e+00f  1
 785r-1.0347635e+02 3.07e+06 3.36e+03  -0.6 2.00e-02   6.8 3.47e-02 4.40e-02h  1
 786r-1.0347634e+02 3.07e+06 2.79e+03  -0.6 1.39e-03   6.3 5.34e-01 3.69e-01h  1
 787r-1.0347634e+02 3.07e+06 3.70e+03  -0.6 9.20e-04   5.8 1.00e+00 2.50e-01h  3
 788r-1.0347632e+02 3.07e+06 2.33e+03  -0.6 1.88e-03   5.3 1.00e+00 5.98e-01f  1
 789r-1.0347624e+02 3.07e+06 2.57e+03  -0.6 5.62e-03   4.9 8.65e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 790r-1.0347624e+02 3.07e+06 3.62e+04  -0.6 2.34e-03   8.0 1.51e-01 1.51e-01h  1
 791r-1.0347624e+02 3.07e+06 3.95e+04  -0.6 1.87e-03   7.5 5.98e-01 1.15e-01h  2
 792r-1.0347624e+02 3.07e+06 3.75e+04  -0.6 1.72e-03   7.1 6.99e-01 4.76e-01h  2
 793r-1.0347624e+02 3.07e+06 2.21e+04  -0.6 1.02e-03   6.6 9.72e-01 4.40e-01f  2
 794r-1.0347623e+02 3.07e+06 1.18e+04  -0.6 1.40e-03   6.1 1.00e+00 7.30e-01f  1
